row_id,credit_limit,sex,education,marital_status,age,latest_repayment_status,maximum_repayment_delay_6m,delayed_months_6m,average_bill_6m,bill_change_sep_to_apr,total_payment_6m,payment_to_bill_ratio_6m,zero_payment_months_6m,utilization_sep,repayment_assistance_plan,payment_difficulty_next_month
CR26-119591,100000,female,high_school,married,29,1,1,1,1800,-1200,20000,1.82,2,0.0,no,0
CR26-126604,500000,female,high_school,married,36,-2,0,0,41100,-141400,237400,0.96,0,0.06,no,0
CR26-114595,150000,female,university,married,37,0,0,0,87300,144700,9200,0.02,3,0.96,no,1
CR26-127823,250000,male,graduate_school,single,32,3,3,6,2500,0,0,0.0,6,0.01,no,1
CR26-120357,110000,female,university,married,40,0,0,0,7800,-3900,5700,0.12,0,0.05,yes,0
CR26-113431,10000,male,university,single,23,0,0,0,7000,600,33000,0.78,0,0.56,no,1
CR26-121624,80000,female,university,married,35,1,2,4,62400,49200,11300,0.03,2,0.99,no,0
CR26-128787,150000,female,graduate_school,single,24,-1,0,0,500,-900,10900,3.43,0,0.0,yes,0
CR26-124340,80000,male,university,single,33,2,2,2,27400,-7000,9600,0.06,2,0.31,no,0
CR26-105477,450000,male,graduate_school,single,34,-1,0,0,4200,5200,12300,0.49,2,0.03,no,0
CR26-117228,50000,male,university,married,49,1,2,3,40000,31200,7700,0.03,1,1.01,yes,0
CR26-111368,360000,female,graduate_school,married,47,2,2,2,400,2500,0,0.0,6,0.01,yes,1
CR26-114819,30000,female,high_school,married,55,0,0,0,12700,-3500,7700,0.1,0,0.36,yes,0
CR26-100319,500000,female,graduate_school,married,38,0,0,0,86400,51900,15700,0.03,0,0.21,yes,0
CR26-102940,140000,male,graduate_school,single,27,0,0,0,79800,-7600,160700,0.34,0,0.21,no,0
CR26-119810,140000,male,graduate_school,married,57,2,3,6,112200,-7200,29800,0.04,1,0.78,no,1
CR26-106730,30000,female,graduate_school,single,24,0,0,0,23700,-3700,7600,0.05,0,0.72,no,1
CR26-112526,90000,male,high_school,other_or_unknown,34,-2,0,0,12900,24700,60800,0.79,0,0.38,no,0
CR26-104342,20000,female,graduate_school,single,24,-1,0,0,7900,-2100,53200,1.13,1,0.23,no,0
CR26-128388,240000,female,university,married,41,-2,0,0,33200,-600,198900,1.0,1,0.0,no,0
CR26-103565,20000,male,graduate_school,single,24,-2,0,0,600,-200,5000,1.39,2,0.01,no,0
CR26-123148,110000,female,university,single,23,2,2,1,12700,-34500,39800,0.52,1,0.01,no,1
CR26-123819,200000,female,university,single,46,-2,0,0,11100,-59000,68000,1.02,0,0.0,no,0
CR26-125988,200000,female,university,married,28,0,0,0,94100,76000,17600,0.03,0,0.68,yes,0
CR26-101411,200000,female,high_school,married,54,-1,2,1,2300,900,11700,0.84,1,0.01,no,0
CR26-100263,100000,female,university,married,48,2,2,3,45000,-2700,10400,0.04,1,0.44,no,0
CR26-116894,30000,male,university,married,54,0,3,2,10300,-5600,6900,0.11,2,0.22,no,0
CR26-104108,80000,female,university,single,25,1,2,2,68500,25800,18500,0.04,0,0.99,yes,0
CR26-128922,110000,female,high_school,single,33,0,0,0,66000,52000,12800,0.03,0,1.01,no,0
CR26-112464,20000,male,high_school,single,23,-1,0,0,16600,-7900,11900,0.12,2,0.48,no,0
CR26-117052,430000,male,graduate_school,single,34,0,0,0,145100,-212000,426500,0.49,0,0.19,no,0
CR26-126918,80000,male,university,married,27,0,0,0,51500,32500,14000,0.05,0,0.91,no,0
CR26-114817,30000,male,university,married,51,0,0,0,19100,28900,14100,0.12,3,0.96,no,0
CR26-127617,80000,male,university,single,34,0,0,0,61100,29100,16500,0.04,0,0.92,no,0
CR26-115571,50000,male,university,married,41,0,0,0,19500,0,6600,0.06,0,0.39,yes,0
CR26-127916,230000,female,university,married,45,-1,0,0,400,100,2100,0.95,3,0.0,no,1
CR26-109512,50000,male,high_school,married,24,0,2,1,17400,20900,5300,0.05,0,0.59,no,0
CR26-124379,230000,female,graduate_school,married,53,-1,0,0,1700,10000,0,0.0,6,0.04,no,0
CR26-115356,50000,male,university,single,26,1,2,4,18200,-4300,6300,0.06,3,0.33,yes,1
CR26-112925,30000,female,high_school,married,35,0,0,0,26400,2400,9000,0.06,0,0.96,no,0
CR26-111819,190000,male,graduate_school,married,50,2,2,6,73000,-6700,17000,0.04,0,0.37,no,1
CR26-103931,230000,female,university,married,39,0,0,0,6200,-100,22600,0.61,0,0.02,no,0
CR26-125866,110000,male,high_school,married,34,0,0,0,26400,-4800,14200,0.09,0,0.22,yes,0
CR26-113080,200000,female,graduate_school,single,31,0,0,0,86600,5200,63900,0.12,0,0.45,no,0
CR26-103606,150000,female,graduate_school,single,28,0,0,0,13500,-2400,10900,0.13,0,0.09,yes,0
CR26-129862,60000,female,university,single,31,0,2,1,45100,30400,11300,0.04,1,0.99,no,0
CR26-118507,360000,female,university,single,34,1,1,1,3400,-6600,9600,0.47,1,0.0,no,0
CR26-117632,120000,female,high_school,single,31,-1,0,0,600,1400,3000,0.81,0,0.01,yes,1
CR26-113618,150000,female,university,single,27,0,0,0,145400,-7200,29700,0.03,1,0.96,no,0
CR26-117102,200000,female,university,married,48,-2,2,2,4400,-10900,35500,1.28,0,0.0,no,0
CR26-127532,20000,female,university,single,39,1,1,1,0,0,0,0.0,6,0.0,yes,0
CR26-106094,280000,female,graduate_school,married,29,0,0,0,60500,-800,15900,0.04,0,0.21,yes,0
CR26-106473,110000,female,university,single,28,1,2,3,110900,1400,20500,0.03,2,1.02,yes,1
CR26-105792,100000,male,university,single,31,0,0,0,27500,-21100,44800,0.27,0,0.21,no,0
CR26-106470,180000,male,university,married,34,-1,0,0,1900,1500,11100,0.96,0,0.02,yes,0
CR26-112829,100000,female,university,single,43,0,2,2,56800,-9100,22800,0.07,1,0.51,yes,0
CR26-112689,40000,female,high_school,single,23,2,2,3,35200,-2000,6800,0.03,1,0.86,yes,1
CR26-107460,470000,male,university,single,29,0,0,0,40800,23800,25300,0.1,0,0.13,yes,0
CR26-118246,30000,female,university,married,31,0,0,0,19300,-7600,29000,0.25,0,0.54,no,0
CR26-114791,400000,female,graduate_school,single,30,0,0,0,154400,-12500,230800,0.25,0,0.38,no,0
CR26-127543,550000,female,university,married,32,0,0,0,413700,380800,395700,0.16,0,0.99,no,0
CR26-122689,150000,male,graduate_school,single,31,-1,0,0,3000,-3000,12200,0.68,2,0.02,no,0
CR26-107575,70000,female,university,married,62,2,2,1,51000,-5300,11500,0.04,0,0.69,no,0
CR26-112851,20000,female,university,single,49,0,3,3,18500,-4300,6900,0.06,2,0.8,no,0
CR26-107441,70000,female,university,single,23,2,2,4,17700,-5000,6800,0.06,2,0.21,yes,0
CR26-107379,50000,male,university,married,47,0,0,0,39300,32000,7500,0.03,0,1.01,no,0
CR26-100514,350000,female,high_school,married,38,-2,0,0,4600,-7200,13700,0.5,0,0.0,yes,0
CR26-108696,60000,female,graduate_school,married,45,1,2,3,41500,50600,7600,0.03,2,0.97,no,1
CR26-103898,80000,female,university,married,34,-1,0,0,4000,-3600,22000,0.91,1,0.02,no,0
CR26-113091,530000,female,high_school,married,50,0,0,0,209000,55000,49000,0.04,0,0.41,no,0
CR26-115404,120000,male,university,single,30,-1,0,0,1300,2600,6100,0.79,1,0.02,no,0
CR26-118904,320000,female,university,married,43,2,2,1,376800,363800,53800,0.02,0,1.63,yes,1
CR26-117466,70000,female,high_school,married,24,0,0,0,33500,56400,16000,0.08,1,0.97,no,1
CR26-129896,380000,male,graduate_school,married,53,-1,0,0,15400,-21100,76000,0.82,0,0.01,no,0
CR26-110996,160000,female,graduate_school,single,27,0,2,2,91600,44100,38000,0.07,1,0.61,no,0
CR26-123668,320000,female,university,single,33,0,0,0,72900,58400,41900,0.1,0,0.29,no,0
CR26-119129,70000,male,graduate_school,single,33,0,0,0,56100,47500,11100,0.03,0,0.89,no,0
CR26-111720,300000,male,university,single,35,0,0,0,203000,90000,101000,0.08,0,0.81,yes,1
CR26-115666,480000,male,graduate_school,married,63,0,2,2,460200,-47900,131000,0.05,1,0.88,no,0
CR26-113169,60000,female,graduate_school,single,31,-1,2,3,1300,2400,9700,1.23,2,0.04,no,0
CR26-109820,180000,female,high_school,married,63,-1,0,0,200,1300,0,0.0,6,0.01,no,0
CR26-119934,20000,male,graduate_school,single,29,3,3,4,17700,-3500,6000,0.06,3,0.82,no,1
CR26-124050,50000,male,university,single,24,1,1,1,0,0,0,0.0,6,0.0,no,1
CR26-125108,150000,female,graduate_school,single,27,-1,0,0,6600,4900,33000,0.84,1,0.06,no,0
CR26-122255,260000,female,university,single,29,0,0,0,149700,10900,37300,0.04,0,0.58,no,0
CR26-106273,50000,male,university,single,35,0,0,0,34800,29300,31800,0.15,0,0.98,no,0
CR26-107418,30000,female,university,single,22,0,0,0,28300,-600,7400,0.04,0,0.96,no,1
CR26-126946,100000,male,university,single,34,0,0,0,6100,18700,4500,0.12,0,0.19,no,1
CR26-113848,50000,female,university,married,39,3,3,3,1400,5500,400,0.03,5,0.1,no,0
CR26-113584,290000,female,university,single,29,0,0,0,8600,-2700,6400,0.12,0,0.03,no,0
CR26-108707,50000,female,university,married,26,0,0,0,11100,-12900,25900,0.39,0,0.04,no,0
CR26-116512,280000,female,university,married,31,0,0,0,106900,207000,10500,0.02,0,0.74,no,0
CR26-117623,180000,female,university,single,42,2,2,6,52800,-4800,13000,0.04,0,0.28,yes,1
CR26-112646,70000,female,university,married,28,1,3,5,31100,-2200,7400,0.04,1,0.43,no,1
CR26-126155,50000,female,high_school,married,39,0,0,0,28000,20600,10000,0.06,0,0.77,no,0
CR26-102139,250000,female,graduate_school,married,39,0,0,0,190600,28800,50700,0.04,0,0.79,no,0
CR26-115789,330000,male,high_school,married,49,0,0,0,199000,37300,41100,0.03,0,0.66,no,1
CR26-103038,500000,female,graduate_school,married,34,-2,0,0,1100,-700,21900,3.39,0,0.0,no,0
CR26-102684,80000,female,high_school,single,24,1,3,6,13600,-3200,5200,0.06,3,0.15,yes,1
CR26-102426,350000,female,university,single,28,1,2,2,291900,265600,56100,0.03,1,1.03,no,0
CR26-122560,90000,female,university,married,32,1,2,6,87500,-3400,16700,0.03,2,0.96,no,0
CR26-104937,200000,female,high_school,married,48,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-129129,280000,male,university,married,25,-1,0,0,56800,-56500,98700,0.29,0,0.01,no,0
CR26-124278,50000,female,high_school,single,32,0,0,0,42800,8800,9800,0.04,0,0.96,no,0
CR26-123428,200000,male,graduate_school,single,30,-1,0,0,2200,32400,135900,3.09,0,0.01,no,1
CR26-113214,180000,female,graduate_school,single,26,0,0,0,122500,38900,26700,0.04,0,0.81,yes,1
CR26-123478,150000,female,graduate_school,single,25,0,2,1,37000,9400,10100,0.05,1,0.26,no,0
CR26-111543,430000,male,university,single,29,-2,0,0,900,1400,5100,0.92,3,0.0,no,0
CR26-114766,300000,female,graduate_school,single,25,1,1,1,3500,0,11200,0.53,3,0.0,no,0
CR26-108455,180000,male,graduate_school,married,38,1,1,1,200,-800,1300,1.04,4,0.0,no,1
CR26-102121,50000,female,university,other_or_unknown,47,2,2,5,38800,-2300,9600,0.04,1,0.75,yes,1
CR26-129888,290000,male,university,single,30,2,2,3,191300,139100,40000,0.03,2,0.93,yes,0
CR26-107455,550000,male,graduate_school,single,31,1,2,3,4600,10000,15400,0.56,1,0.03,no,0
CR26-103532,140000,female,university,single,33,0,0,0,42500,35200,39300,0.15,0,0.44,no,0
CR26-107079,390000,female,other,married,40,0,0,0,197300,-3300,37000,0.03,0,0.5,no,0
CR26-114861,160000,male,university,married,55,-2,0,0,95300,-146500,162800,0.28,1,0.0,no,0
CR26-128369,20000,male,graduate_school,single,27,0,0,0,18700,3500,4300,0.04,1,0.96,yes,1
CR26-127987,150000,male,university,married,43,0,0,0,84800,14300,26400,0.05,0,0.59,yes,0
CR26-127816,20000,male,university,married,38,0,2,1,8500,-2600,4800,0.09,1,0.34,yes,1
CR26-101031,400000,male,university,married,42,0,0,0,5100,0,18900,0.62,0,0.01,no,0
CR26-109449,80000,female,university,single,26,1,1,1,0,0,3100,3.1,5,0.0,no,0
CR26-112124,140000,female,graduate_school,married,48,-2,0,0,2300,5300,8200,0.61,3,0.04,yes,0
CR26-101977,340000,female,graduate_school,married,36,-1,0,0,10000,-2500,55000,0.91,1,0.01,no,0
CR26-117953,170000,female,university,single,51,0,0,0,145000,41400,38300,0.04,0,0.91,no,0
CR26-123572,260000,female,graduate_school,married,35,-2,0,0,400,-1000,3000,1.05,3,0.0,no,0
CR26-117604,30000,female,university,married,27,2,2,4,20200,-2400,6100,0.05,1,0.64,yes,1
CR26-120914,500000,male,university,married,42,1,2,3,3700,-7700,12100,0.52,2,0.0,no,1
CR26-126429,270000,male,university,single,29,0,0,0,13100,16400,16300,0.21,0,0.07,no,0
CR26-117396,50000,male,university,married,36,0,0,0,36000,13300,11900,0.05,0,0.84,no,0
CR26-108902,240000,male,graduate_school,married,39,0,0,0,198500,80100,63200,0.05,0,0.98,no,1
CR26-114350,100000,female,university,married,41,1,3,6,42800,51300,4700,0.02,4,0.51,no,1
CR26-117887,90000,male,high_school,married,44,1,1,1,0,0,0,0.0,6,0.0,yes,1
CR26-107166,30000,male,university,married,49,0,0,0,15600,-4700,7000,0.07,0,0.43,no,0
CR26-126848,350000,male,graduate_school,single,31,0,0,0,175100,256500,120200,0.11,0,0.85,no,0
CR26-126131,370000,female,graduate_school,married,39,0,0,0,67100,93500,11800,0.03,0,0.38,no,1
CR26-126592,230000,female,graduate_school,single,33,0,0,0,24600,-19300,35900,0.24,0,0.08,no,0
CR26-116211,190000,female,university,married,55,0,0,0,97100,15500,27000,0.05,0,0.55,no,0
CR26-113518,340000,male,high_school,single,38,-2,0,0,500,400,10300,3.5,0,0.0,yes,0
CR26-124316,500000,male,high_school,married,37,0,0,0,87700,4100,35200,0.07,0,0.18,no,0
CR26-119754,20000,female,graduate_school,married,53,1,2,4,10000,-2400,7900,0.13,2,0.45,yes,0
CR26-124641,120000,female,university,single,26,-1,0,0,1700,0,10300,1.0,0,0.01,no,0
CR26-118234,290000,male,graduate_school,single,41,0,0,0,243300,17200,53900,0.04,0,0.88,no,1
CR26-104337,230000,female,university,single,28,0,0,0,39000,-21700,34800,0.15,0,0.14,no,0
CR26-111125,180000,male,graduate_school,single,27,2,2,2,12800,-3400,5000,0.06,4,0.06,yes,1
CR26-107989,260000,female,high_school,married,40,-2,0,0,1200,-2200,8000,1.09,1,0.0,no,1
CR26-117210,60000,male,university,married,37,0,0,0,10200,-7900,45000,0.74,0,0.11,no,0
CR26-129645,20000,male,high_school,other_or_unknown,57,1,2,2,20200,300,6500,0.05,0,1.02,yes,0
CR26-126751,250000,male,graduate_school,single,30,0,0,0,38100,40200,18600,0.08,0,0.25,no,0
CR26-110517,80000,female,graduate_school,single,25,0,0,0,68200,20200,13700,0.03,0,0.98,yes,0
CR26-118814,50000,male,university,married,31,0,0,0,40000,25400,11900,0.05,0,1.03,no,0
CR26-114900,280000,male,graduate_school,married,41,-1,0,0,1300,400,9500,1.17,0,0.0,yes,0
CR26-129098,20000,female,university,single,24,0,0,0,17700,-5500,8500,0.08,0,0.72,no,0
CR26-114801,50000,female,graduate_school,married,25,0,0,0,39200,30200,8800,0.04,0,1.02,yes,0
CR26-123138,10000,male,university,married,27,4,4,6,4200,-800,2300,0.09,3,0.35,yes,1
CR26-125962,500000,female,university,single,32,0,0,0,32600,14000,46900,0.24,0,0.09,no,0
CR26-100744,90000,female,university,married,36,-1,0,0,700,-700,3700,0.84,2,0.01,no,0
CR26-110018,200000,male,university,married,54,-1,0,0,7900,2800,42400,0.89,0,0.05,no,0
CR26-129555,340000,male,university,married,55,-2,0,0,22900,43000,164400,1.19,0,0.15,no,0
CR26-118251,200000,female,high_school,married,32,-2,0,0,7800,-100,47000,1.01,0,0.01,no,0
CR26-118401,20000,female,university,single,23,0,3,2,17600,-4000,7000,0.07,2,0.72,no,0
CR26-126611,50000,male,university,married,34,0,0,0,34000,15300,11300,0.06,0,0.91,no,0
CR26-120954,30000,male,university,married,47,2,2,3,27000,-2700,13700,0.08,1,0.8,yes,1
CR26-109345,380000,female,graduate_school,single,30,0,2,2,31600,-5300,12300,0.06,1,0.07,no,0
CR26-103959,50000,female,university,single,24,0,0,0,37900,35900,11000,0.05,0,1.06,no,0
CR26-100569,210000,male,university,single,26,0,2,1,2500,6500,5100,0.33,4,0.04,no,0
CR26-125851,30000,male,university,single,49,0,0,0,16500,27400,4200,0.04,3,0.91,no,1
CR26-111727,200000,female,graduate_school,single,44,-2,0,0,8100,-10700,50100,1.03,2,0.0,no,0
CR26-102605,200000,female,university,single,39,-2,0,0,1000,2700,5700,0.95,3,0.01,no,0
CR26-128104,80000,female,university,single,29,2,2,1,70900,8700,16700,0.04,0,0.97,yes,1
CR26-116629,200000,male,university,married,58,2,2,3,185800,25400,31700,0.03,1,0.95,yes,1
CR26-103456,50000,male,university,single,31,1,2,2,15200,2700,8300,0.09,1,0.36,no,0
CR26-102981,40000,female,high_school,single,24,-1,2,1,9800,3300,27000,0.46,3,0.14,no,0
CR26-108195,240000,female,graduate_school,married,41,-1,0,0,11600,-28800,66400,0.96,0,0.02,no,0
CR26-105948,420000,female,graduate_school,single,36,-2,0,0,5200,-5600,32400,1.03,0,0.0,no,0
CR26-103267,100000,female,university,single,24,2,3,3,85100,-10300,18400,0.04,2,0.84,no,0
CR26-103598,220000,female,graduate_school,married,36,0,0,0,206000,2100,47400,0.04,0,0.96,no,0
CR26-103173,200000,female,university,married,33,-1,0,0,7100,7800,21900,0.51,3,0.04,no,0
CR26-128148,50000,female,university,married,22,0,0,0,38000,28400,8000,0.04,0,0.97,no,0
CR26-119101,220000,male,graduate_school,married,34,-2,0,0,5800,1800,42400,1.21,0,0.03,no,0
CR26-115364,110000,female,university,single,32,0,0,0,108200,2100,27300,0.04,0,0.98,no,0
CR26-120136,340000,female,university,married,52,0,0,0,250300,135500,51100,0.03,0,0.98,yes,0
CR26-121112,170000,female,high_school,married,40,0,0,0,62200,7500,15500,0.04,0,0.41,no,0
CR26-126521,170000,male,graduate_school,single,33,-1,0,0,1200,200,8300,1.19,0,0.0,no,0
CR26-104866,70000,male,university,single,28,1,2,6,28000,-3700,7100,0.04,2,0.38,yes,1
CR26-111701,50000,female,university,single,48,0,0,0,23400,40800,4100,0.03,0,1.02,yes,1
CR26-108896,50000,male,high_school,married,59,1,2,2,37000,29300,7100,0.03,1,0.97,no,1
CR26-124348,70000,female,high_school,single,42,0,0,0,49600,40800,12600,0.04,0,0.99,no,0
CR26-128630,180000,female,university,single,28,8,8,6,188700,13200,6000,0.01,5,1.1,no,1
CR26-124332,30000,female,high_school,single,47,2,2,4,12900,-2700,4500,0.06,2,0.39,no,0
CR26-126889,20000,female,university,single,22,0,2,2,15400,-5200,8100,0.09,1,0.65,yes,0
CR26-105031,280000,female,university,single,34,0,0,0,6200,7200,25300,0.68,4,0.03,no,0
CR26-118473,20000,female,graduate_school,single,22,0,0,0,14900,-4300,6500,0.07,0,0.62,yes,1
CR26-123296,20000,male,university,married,46,1,2,2,12700,19900,2200,0.03,3,0.99,no,0
CR26-106500,390000,male,graduate_school,single,32,-1,0,0,18600,27100,82300,0.74,0,0.09,no,0
CR26-122620,100000,male,university,single,22,0,0,0,37000,-1800,10500,0.05,0,0.36,no,0
CR26-124689,380000,male,graduate_school,married,53,1,1,1,2900,-1200,21000,1.2,0,0.0,no,1
CR26-122295,100000,female,university,married,30,0,0,0,80300,16700,21100,0.04,0,0.97,no,0
CR26-115806,150000,male,university,married,36,2,2,2,94100,-16600,31000,0.05,1,0.59,yes,0
CR26-126787,310000,male,graduate_school,married,43,0,2,1,267800,-21500,71700,0.04,0,0.81,no,0
CR26-103622,130000,female,graduate_school,single,30,2,2,5,129000,-6800,26600,0.03,1,0.96,yes,1
CR26-122976,200000,female,graduate_school,single,25,0,0,0,57800,136400,128100,0.37,2,0.68,no,1
CR26-113163,360000,female,graduate_school,single,35,0,0,0,8200,6400,26500,0.54,3,0.02,no,0
CR26-108991,200000,male,graduate_school,single,32,0,0,0,14800,78300,7800,0.09,4,0.39,yes,1
CR26-109657,50000,male,graduate_school,single,25,-1,0,0,18800,32600,34500,0.31,0,0.91,no,0
CR26-117888,340000,male,university,single,30,0,0,0,21800,-1800,88800,0.68,0,0.06,no,0
CR26-129457,180000,female,other,single,29,-2,0,0,400,-2200,2200,1.0,5,0.0,no,0
CR26-128023,360000,female,graduate_school,single,31,-1,0,0,1200,5800,46600,3.45,0,0.0,no,1
CR26-128453,140000,female,graduate_school,single,29,1,2,2,118200,47900,20000,0.03,0,1.04,no,0
CR26-113485,200000,female,graduate_school,single,26,0,0,0,196000,5600,43500,0.04,0,1.0,no,0
CR26-117080,80000,female,graduate_school,single,39,-2,0,0,2000,-2900,13600,1.09,1,0.0,no,0
CR26-124530,220000,female,graduate_school,married,46,2,2,2,211100,59700,37500,0.03,1,1.11,no,1
CR26-128678,30000,female,university,married,40,2,3,6,29700,-1900,6300,0.04,2,0.93,no,1
CR26-126297,200000,male,graduate_school,single,28,-2,0,0,9900,-1100,26200,0.44,1,0.03,no,0
CR26-121825,200000,female,university,single,32,0,0,0,165900,20800,51400,0.05,0,0.83,no,1
CR26-119148,130000,female,high_school,single,39,0,2,1,131200,10400,30700,0.04,1,1.03,no,0
CR26-115655,50000,female,graduate_school,single,29,0,0,0,17700,20100,4900,0.05,0,0.58,no,0
CR26-113977,410000,female,university,married,50,0,0,0,367800,-24200,82000,0.04,0,0.88,no,1
CR26-114686,30000,female,unknown,single,23,2,2,2,10300,2400,47500,0.77,2,0.09,no,0
CR26-110294,180000,female,university,married,29,2,2,6,110100,8700,26000,0.04,0,0.63,no,1
CR26-114982,500000,female,university,single,49,-1,0,0,135500,27700,402500,0.49,1,0.06,no,0
CR26-112634,20000,male,university,single,24,1,3,6,7700,0,2300,0.05,4,0.39,no,1
CR26-100016,30000,female,high_school,other_or_unknown,60,-1,0,0,2500,-12100,19500,1.06,4,0.08,no,0
CR26-121775,50000,male,high_school,married,32,0,0,0,27200,21500,7800,0.05,0,0.82,no,0
CR26-106251,300000,female,university,married,43,-2,0,0,0,0,500,0.52,5,0.0,no,0
CR26-109414,440000,male,university,married,48,0,0,0,22700,7100,18000,0.13,1,0.05,no,0
CR26-109598,260000,male,high_school,married,44,0,0,0,219400,101700,167200,0.13,0,0.96,no,0
CR26-111301,150000,female,other,single,29,0,0,0,14400,-5700,62200,0.72,0,0.11,no,0
CR26-109293,230000,female,university,single,26,0,0,0,4000,23800,0,0.0,6,0.1,no,1
CR26-115060,20000,male,high_school,married,44,-1,0,0,1000,2100,2600,0.41,3,0.13,no,0
CR26-109214,50000,male,high_school,married,28,0,0,0,50200,-1000,12000,0.04,0,0.99,no,0
CR26-113640,100000,female,university,single,24,-1,0,0,3300,0,27900,1.42,0,0.04,no,0
CR26-116002,150000,male,graduate_school,married,29,-1,0,0,28300,46700,112300,0.66,3,0.31,no,0
CR26-117535,50000,female,high_school,single,49,0,0,0,28200,18800,25600,0.15,0,0.8,no,0
CR26-127980,80000,male,university,married,50,0,0,0,57200,36900,53000,0.15,0,0.9,no,0
CR26-110257,170000,male,university,single,31,0,0,0,143500,79400,195600,0.23,0,1.01,no,0
CR26-114513,130000,female,university,married,45,2,2,1,1000,0,15000,2.46,0,0.01,no,0
CR26-103972,130000,female,high_school,married,28,0,0,0,33400,100100,3500,0.02,4,0.77,no,0
CR26-103782,500000,female,graduate_school,single,26,0,0,0,42700,-27200,200100,0.78,0,0.07,no,0
CR26-110657,20000,male,university,single,25,-1,0,0,3300,400,12800,0.65,2,0.02,no,0
CR26-125997,80000,female,university,married,29,2,2,2,64700,65700,12200,0.03,0,0.95,no,1
CR26-125427,50000,female,high_school,married,40,0,0,0,45700,86700,39500,0.14,0,2.0,no,1
CR26-110112,70000,female,graduate_school,married,36,1,2,2,34200,-6400,11000,0.05,1,0.46,yes,1
CR26-126078,120000,male,university,single,30,0,0,0,47700,5900,19400,0.07,0,0.45,no,0
CR26-127123,80000,male,university,single,33,1,2,2,42400,-35000,61500,0.24,0,0.24,no,0
CR26-126064,230000,male,graduate_school,single,28,0,0,0,31400,-7700,22000,0.12,0,0.13,no,1
CR26-120094,50000,female,graduate_school,single,27,1,2,3,1300,4000,0,0.0,6,0.08,no,0
CR26-123509,50000,male,graduate_school,single,29,1,2,6,7300,-2100,4200,0.1,3,0.12,no,1
CR26-111259,50000,female,graduate_school,single,23,2,2,6,46900,-4900,10000,0.04,1,0.89,no,1
CR26-124646,110000,male,university,single,24,0,0,0,75500,27000,24300,0.05,0,0.96,no,0
CR26-128868,130000,female,high_school,single,26,0,0,0,80100,108300,26000,0.05,0,0.87,no,1
CR26-115439,500000,male,high_school,other_or_unknown,53,0,0,0,271600,300500,55300,0.03,0,0.83,yes,0
CR26-121619,270000,female,graduate_school,married,45,-2,0,0,0,0,0,0.0,6,0.0,no,0
CR26-114419,20000,male,university,single,25,0,0,0,9500,13900,6500,0.11,3,0.69,no,0
CR26-100493,150000,female,university,single,31,0,0,0,70500,101600,14300,0.03,0,0.92,no,1
CR26-114238,80000,female,high_school,married,35,2,2,5,72800,-4200,15800,0.04,1,0.88,yes,1
CR26-125019,10000,male,high_school,single,28,2,2,1,5600,-3700,14100,0.42,0,0.63,no,0
CR26-109355,150000,female,university,married,34,2,2,3,42700,-5600,12000,0.05,1,0.26,no,0
CR26-115593,230000,female,university,married,31,1,1,1,5000,-9200,13700,0.45,0,0.0,no,0
CR26-124250,170000,female,university,single,26,0,0,0,30200,0,8000,0.04,0,0.18,no,0
CR26-129314,400000,female,university,single,24,0,0,0,34600,8000,8000,0.04,0,0.09,no,0
CR26-105098,250000,male,graduate_school,married,44,-1,0,0,8300,-1700,48700,0.98,0,0.01,no,0
CR26-128669,620000,male,university,single,29,0,0,0,470000,92900,99500,0.04,0,0.85,no,0
CR26-102750,80000,male,graduate_school,single,35,1,2,2,1600,3800,16800,1.25,3,0.0,yes,0
CR26-117648,330000,male,university,married,52,0,0,0,177400,-13300,39400,0.04,0,0.52,no,0
CR26-129979,150000,female,high_school,married,49,-1,0,0,10200,-7700,55700,0.91,0,0.02,no,0
CR26-121156,50000,male,graduate_school,single,26,0,0,0,16200,3900,6600,0.07,1,0.31,no,0
CR26-113047,20000,female,high_school,married,53,0,0,0,4200,12200,1000,0.04,5,0.61,no,0
CR26-119333,330000,female,university,married,43,0,0,0,14400,10100,13700,0.16,0,0.05,no,0
CR26-103619,140000,female,high_school,married,47,6,6,5,127900,58900,5000,0.01,4,1.08,no,0
CR26-124857,130000,male,high_school,married,56,-1,0,0,400,100,1800,0.75,2,0.0,no,0
CR26-121951,50000,female,university,married,28,0,0,0,17100,-2600,6300,0.06,0,0.31,yes,0
CR26-101197,20000,female,university,single,22,0,0,0,2200,8400,7300,0.56,2,0.42,yes,0
CR26-100335,110000,female,university,single,42,1,2,2,50200,8800,10000,0.03,1,0.52,yes,0
CR26-119050,130000,male,graduate_school,single,28,1,1,1,0,0,0,0.0,6,0.0,no,1
CR26-108752,220000,male,graduate_school,married,48,3,3,3,800,2500,0,0.0,6,0.01,yes,1
CR26-126027,200000,male,university,married,40,1,2,3,237800,113000,225100,0.16,1,1.52,yes,0
CR26-105995,110000,female,university,married,29,0,0,0,82100,38000,17300,0.04,0,0.95,no,0
CR26-101777,40000,female,university,single,24,-2,0,0,37300,-2000,10200,0.05,0,0.88,no,0
CR26-106120,40000,female,high_school,married,46,-1,2,1,900,0,3100,0.6,3,0.0,no,0
CR26-128600,50000,female,high_school,single,63,2,2,4,49700,1200,13600,0.05,2,1.03,no,1
CR26-123014,360000,male,university,married,50,0,0,0,83000,221900,61800,0.12,3,0.62,no,0
